Q,I_obs,err,I_fit,I_fit_over_I_obs
8.148100000000000134e-03,5.308063344204143608e-01,1.392666000000000043e-02,5.283440964225406544e-01,9.953613251421307151e-01
8.673800000000000607e-03,4.619333344204143432e-01,1.186046999999999969e-02,4.708914292501896193e-01,1.019392613960226512e+00
9.462399999999999284e-03,4.127383344204143545e-01,1.038462000000000066e-02,4.081055505138009853e-01,9.887754940109477753e-01
1.025090000000000029e-02,3.769603344204143225e-01,9.311279999999999904e-03,3.646522561033026522e-01,9.673491420893509662e-01
1.077660000000000076e-02,3.313423344204143306e-01,7.942740000000000217e-03,3.430380641327560043e-01,1.035298024119978288e+00
1.209080000000000051e-02,3.125593344204143365e-01,7.379249999999999525e-03,3.055777368806419370e-01,9.776631289776754885e-01
1.287929999999999978e-02,3.080873344204143049e-01,7.245089999999999170e-03,2.907687766794627149e-01,9.437868558487420012e-01
1.419349999999999952e-02,2.857253344204143120e-01,6.574229999999999484e-03,2.736048208689227379e-01,9.575798429772505171e-01
1.524490000000000046e-02,2.857253344204143120e-01,6.574229999999999484e-03,2.643902138868275964e-01,9.253299656578777288e-01
1.708480000000000068e-02,2.848313344204143061e-01,6.547410000000000035e-03,2.538018153381598196e-01,8.910600227836781295e-01
1.866189999999999863e-02,2.705203344204143434e-01,6.118079999999999699e-03,2.481289892471986169e-01,9.172286060447587541e-01
2.023890000000000064e-02,2.696253344204143088e-01,6.091229999999999561e-03,2.443509197896132912e-01,9.062609799441480041e-01
2.102750000000000105e-02,2.696253344204143088e-01,6.091229999999999561e-03,2.416046396161022347e-01,8.960754379237201306e-01
2.234169999999999906e-02,2.553143344204143461e-01,5.661900000000000092e-03,2.387073270791251756e-01,9.349546613628705316e-01
2.444440000000000154e-02,2.499473344204143355e-01,5.500889999999999599e-03,2.370940042451864516e-01,9.485758461676233599e-01
2.523299999999999849e-02,2.499473344204143355e-01,5.500889999999999599e-03,2.372739198683252726e-01,9.492956602978920300e-01
2.733570000000000097e-02,2.472643344204143445e-01,5.420399999999999698e-03,2.368686055834034188e-01,9.579570225468285738e-01
3.232970000000000288e-02,2.365303344204143232e-01,5.098380000000000446e-03,2.350747764704572140e-01,9.938462102396982134e-01
3.495820000000000177e-02,2.338473344204143323e-01,5.017889999999999677e-03,2.350290717160815890e-01,1.005053456344055185e+00
3.784950000000000120e-02,2.338473344204143323e-01,5.017889999999999677e-03,2.351314062083089684e-01,1.005491068739685190e+00
4.021509999999999668e-02,2.284803344204143216e-01,4.856880000000000051e-03,2.355588659487790060e-01,1.030980922477729989e+00
4.284349999999999964e-02,2.275863344204143157e-01,4.830059999999999736e-03,2.361813740324880950e-01,1.037766061982422938e+00
4.547190000000000260e-02,2.311643344204143413e-01,4.937399999999999775e-03,2.367349840050569088e-01,1.024098222585285711e+00
4.810040000000000149e-02,2.275863344204143157e-01,4.830059999999999736e-03,2.362354018675238143e-01,1.038003456882135467e+00
5.099159999999999804e-02,2.302693344204143067e-01,4.910549999999999637e-03,2.359332087013008283e-01,1.024596737099807253e+00
5.362009999999999693e-02,2.275863344204143157e-01,4.830059999999999736e-03,2.358619020999097315e-01,1.036362322459169150e+00
5.598569999999999935e-02,2.266913344204143366e-01,4.803209999999999598e-03,2.331961507342871220e-01,1.028694596246935378e+00
5.861410000000000231e-02,2.275863344204143157e-01,4.830059999999999736e-03,2.319072478642096591e-01,1.018985821160129257e+00
6.097969999999999779e-02,2.266913344204143366e-01,4.803209999999999598e-03,2.303586841138908214e-01,1.016177723347267969e+00
6.387099999999999722e-02,2.266913344204143366e-01,4.803209999999999598e-03,2.280092534247013802e-01,1.005813715851364920e+00
6.649940000000000018e-02,2.249023344204142960e-01,4.749539999999999144e-03,2.248314910670552169e-01,9.996850039216282902e-01
6.912780000000000313e-02,2.204303344204143200e-01,4.615380000000000524e-03,2.195741908204450754e-01,9.961160354711598997e-01
7.175629999999999509e-02,2.168523344204143499e-01,4.508040000000000484e-03,2.148824562891426537e-01,9.909160390800650919e-01
7.438469999999999804e-02,2.096973344204143275e-01,4.293389999999999360e-03,2.089863003870103819e-01,9.966092366630735500e-01
7.675029999999999353e-02,2.016473344204143259e-01,4.051889999999999832e-03,2.035328772289385357e-01,1.009350695430434319e+00
7.937869999999999648e-02,1.935973344204143243e-01,3.810389999999999437e-03,1.971530643850472886e-01,1.018366626664969354e+00
8.200720000000000232e-02,1.900193344204143264e-01,3.703049999999999831e-03,1.907775687145482069e-01,1.003990300757797050e+00
8.463560000000000527e-02,1.819693344204143248e-01,3.461549999999999870e-03,1.843764417273988654e-01,1.013228093154549203e+00
8.726399999999999435e-02,1.757073344204143073e-01,3.273689999999999673e-03,1.780047958900495830e-01,1.013075501243096310e+00
8.989250000000000018e-02,1.712353344204143313e-01,3.139529999999999751e-03,1.718516609173196263e-01,1.003599295081189835e+00
9.252090000000000314e-02,1.658683344204143206e-01,3.000000000000000062e-03,1.659932379249830781e-01,1.000753028026749147e+00
9.514930000000000609e-02,1.587133344204143259e-01,3.000000000000000062e-03,1.604683441119381104e-01,1.011057733100578337e+00
9.751490000000000158e-02,1.524523344204143371e-01,3.000000000000000062e-03,1.558283895198782076e-01,1.022144987889485490e+00
1.001433999999999935e-01,1.488743344204143115e-01,3.000000000000000062e-03,1.510397348862264622e-01,1.014545156317523178e+00
1.027717999999999965e-01,1.452963344204143414e-01,3.000000000000000062e-03,1.466595990576906039e-01,1.009382649897633710e+00
1.054001999999999994e-01,1.426133344204143227e-01,3.000000000000000062e-03,1.426527942270607585e-01,1.000276690863493245e+00
1.080287000000000053e-01,1.363513344204143052e-01,3.000000000000000062e-03,1.389824941151240056e-01,1.019296911950982487e+00
1.106570999999999944e-01,1.327743344204143083e-01,3.000000000000000062e-03,1.356264039337324867e-01,1.021480578500114644e+00
1.132854999999999973e-01,1.238293344204143276e-01,3.000000000000000062e-03,1.325380294523008928e-01,1.070328206742350519e+00
1.156511000000000067e-01,1.220403344204143148e-01,3.000000000000000062e-03,1.299581680102831482e-01,1.064878825737996193e+00
1.182795999999999986e-01,1.247243344204143206e-01,3.000000000000000062e-03,1.272716541997106765e-01,1.020423598900195294e+00
1.209080000000000016e-01,1.229353344204143217e-01,3.000000000000000062e-03,1.247162964095525767e-01,1.014486982099448431e+00
1.235364000000000045e-01,1.202513344204143297e-01,3.000000000000000062e-03,1.222718534873734053e-01,1.016802466905648350e+00
1.287932999999999995e-01,1.148853344204143201e-01,3.000000000000000062e-03,1.176811056072003536e-01,1.024335318349295365e+00
1.314217000000000024e-01,1.122013344204143281e-01,3.000000000000000062e-03,1.154842812949086889e-01,1.029259428075902205e+00
1.337872999999999979e-01,1.095183344204143233e-01,3.000000000000000062e-03,1.135544255432461708e-01,1.036853109063348821e+00
1.364158000000000037e-01,1.086233344204143303e-01,3.000000000000000062e-03,1.114617172733856909e-01,1.026130507483647314e+00
1.387813999999999992e-01,1.068343344204143175e-01,3.000000000000000062e-03,1.096227053658652278e-01,1.026099951486365125e+00
1.469294999999999907e-01,1.005733344204143287e-01,3.000000000000000062e-03,1.036147309940009670e-01,1.030240586047123319e+00
1.492950999999999862e-01,9.967933442041432279e-02,3.000000000000000062e-03,1.019748548927878751e-01,1.023029050963480735e+00
1.516607000000000094e-01,9.610133442041432494e-02,3.000000000000000062e-03,1.003704979144940113e-01,1.044423561023652303e+00
1.542891000000000123e-01,9.610133442041432494e-02,3.000000000000000062e-03,9.865376528243918752e-02,1.026559785849161521e+00
1.569175999999999904e-01,9.431233442041432602e-02,3.000000000000000062e-03,9.698717201132771304e-02,1.028361482168279384e+00
1.695340999999999931e-01,8.715633442041431644e-02,3.000000000000000062e-03,8.971417769777469131e-02,1.029347761059134836e+00
1.721624999999999961e-01,8.626233442041432442e-02,3.000000000000000062e-03,8.833927109752172380e-02,1.024076982046243867e+00
1.747908999999999990e-01,8.626233442041432442e-02,3.000000000000000062e-03,8.701008326121441316e-02,1.008668312141377976e+00
1.824134000000000033e-01,8.357933442041431960e-02,3.000000000000000062e-03,8.336554925676251115e-02,9.974421289050180439e-01
1.850418000000000063e-01,8.089533442041432765e-02,3.000000000000000062e-03,8.218782077454114821e-02,1.015977266963379533e+00
1.871445999999999943e-01,8.179033442041432067e-02,3.000000000000000062e-03,8.125915668994766750e-02,9.935056173295939708e-01
1.897729999999999972e-01,8.089533442041432765e-02,3.000000000000000062e-03,8.013865749482751433e-02,9.906462229125062580e-01
1.950299000000000060e-01,7.821233442041432282e-02,3.000000000000000062e-03,7.797668468508582584e-02,9.969870515044109149e-01
1.973955000000000015e-01,7.731733442041432980e-02,3.000000000000000062e-03,7.703547262349258462e-02,9.963544811906070997e-01
2.000239000000000045e-01,7.731733442041432980e-02,3.000000000000000062e-03,7.602453691265564917e-02,9.832793316343645396e-01
2.026523000000000074e-01,7.910633442041432872e-02,3.000000000000000062e-03,7.503000470343910988e-02,9.484702489776435375e-01
2.073834999999999984e-01,8.000133442041432175e-02,3.000000000000000062e-03,7.331591002248996625e-02,9.164335889350064823e-01
2.150060000000000027e-01,8.089533442041432765e-02,3.000000000000000062e-03,7.070952171210168058e-02,8.740865245036651965e-01
